순별 기후평년값(1991-2020),,,,,,,,,,,,,,,,,
10-DAY NORMALS,,,,,,,,,,,,,,,,,
지점번호,지점명,월,날짜,"기압(hPa)
Temperature",,"기온(℃)
Temperature",,,,"상대습도(%)
Relative Humidity","증기압(hPa)
Vapour Pressure",,"평균풍속
(m/s)","운량
(1/10)","강수량
(mm)","증발량
(mm)","일조시간
(hr)"
130,울진,4,중순,1013.7 ,2.6 ,12.0 ,1.7 ,17.1 ,7.1 ,63.4 ,8.7 ,1.4 ,3.6 ,,18.4 ,,74.6 
130,울진,4,하순,1012.7 ,3.0 ,14.0 ,1.6 ,19.2 ,9.2 ,63.1 ,9.8 ,1.5 ,3.5 ,,33.4 ,,77.1 
130,울진,5,상순,1011.8 ,2.9 ,15.2 ,1.6 ,20.3 ,10.5 ,68.6 ,11.5 ,1.1 ,3.3 ,,22.7 ,,72.1 
130,울진,5,중순,1010.7 ,2.9 ,16.1 ,1.8 ,20.9 ,11.8 ,71.0 ,12.6 ,1.1 ,3.0 ,,24.1 ,,75.4 
130,울진,5,하순,1009.7 ,2.3 ,17.4 ,1.9 ,22.1 ,13.1 ,71.9 ,13.9 ,1.1 ,2.9 ,,23.7 ,,85.1 
130,울진,6,상순,1009.3 ,2.3 ,18.3 ,1.3 ,22.5 ,14.5 ,77.0 ,16.0 ,1.2 ,2.7 ,,17.9 ,,74.0 
130,울진,6,중순,1007.7 ,2.3 ,19.2 ,1.1 ,23.0 ,15.9 ,81.3 ,18.0 ,1.3 ,2.6 ,,28.1 ,,66.3 
130,울진,6,하순,1006.6 ,2.2 ,20.7 ,1.6 ,24.4 ,17.7 ,82.9 ,20.1 ,1.7 ,2.6 ,,58.4 ,,56.6 
130,울진,7,상순,1006.3 ,2.3 ,21.7 ,2.0 ,25.2 ,18.9 ,85.6 ,22.1 ,2.1 ,2.6 ,,79.3 ,,49.8 
130,울진,7,중순,1007.0 ,2.2 ,22.9 ,2.0 ,26.5 ,20.0 ,83.6 ,23.2 ,1.7 ,2.8 ,,67.5 ,,50.9 
130,울진,7,하순,1007.3 ,2.4 ,24.6 ,2.3 ,28.5 ,21.7 ,81.7 ,25.1 ,2.1 ,2.6 ,,56.2 ,,66.0 
130,울진,8,상순,1008.1 ,2.2 ,24.8 ,2.0 ,28.4 ,22.0 ,84.0 ,26.1 ,2.3 ,2.5 ,,64.9 ,,60.5 
130,울진,8,중순,1008.6 ,2.5 ,24.2 ,1.9 ,27.6 ,21.4 ,84.8 ,25.5 ,1.9 ,2.7 ,,69.7 ,,56.5 
130,울진,8,하순,1009.8 ,2.1 ,23.0 ,1.4 ,26.6 ,20.0 ,83.3 ,23.4 ,2.1 ,2.7 ,,78.3 ,,58.8 
130,울진,9,상순,1011.2 ,2.4 ,21.6 ,1.3 ,25.5 ,18.2 ,81.9 ,21.2 ,2.0 ,2.9 ,,56.9 ,,59.0 
130,울진,9,중순,1013.9 ,2.3 ,20.1 ,1.3 ,24.2 ,16.5 ,80.4 ,19.0 ,2.3 ,3.1 ,,67.2 ,,54.7 
130,울진,9,하순,1016.4 ,1.9 ,18.3 ,1.0 ,22.7 ,14.2 ,79.0 ,16.6 ,1.8 ,3.0 ,,57.1 ,,57.8 
130,울진,10,상순,1017.0 ,1.8 ,17.1 ,1.1 ,21.8 ,12.6 ,73.8 ,14.4 ,2.0 ,3.1 ,,44.8 ,,63.6 
130,울진,10,중순,1018.7 ,2.6 ,15.3 ,1.2 ,20.4 ,10.5 ,69.2 ,12.0 ,1.5 ,3.2 ,,29.6 ,,64.1 
130,울진,10,하순,1019.3 ,1.9 ,13.2 ,1.4 ,18.3 ,8.3 ,66.5 ,10.2 ,1.6 ,3.1 ,,22.9 ,,71.0 
130,울진,11,상순,1020.1 ,2.5 ,11.8 ,1.6 ,17.0 ,6.8 ,62.6 ,8.9 ,1.8 ,3.2 ,,19.6 ,,62.4 
130,울진,11,중순,1020.7 ,2.3 ,9.0 ,2.0 ,14.2 ,4.1 ,59.1 ,7.2 ,2.1 ,3.3 ,,17.7 ,,62.6 
130,울진,11,하순,1021.6 ,2.7 ,7.2 ,1.4 ,12.4 ,2.3 ,58.5 ,6.2 ,1.4 ,3.3 ,,23.7 ,,58.5 
130,울진,12,상순,1022.1 ,2.8 ,4.9 ,2.3 ,10.2 ,0.3 ,52.7 ,4.9 ,1.3 ,3.4 ,,14.0 ,,61.8 
130,울진,12,중순,1022.6 ,2.5 ,3.3 ,2.2 ,8.5 ,-1.4 ,47.9 ,4.1 ,1.1 ,3.5 ,,6.3 ,,66.7 
130,울진,12,하순,1021.6 ,2.7 ,2.7 ,1.8 ,8.0 ,-1.7 ,49.7 ,4.0 ,1.0 ,3.5 ,,12.9 ,,73.2 
131,청주,1,상순,1024.9 ,2.4 ,-1.4 ,2.7 ,3.4 ,-5.8 ,64.4 ,3.7 ,0.9 ,1.4 ,4.3 ,7.9 ,1.0 ,52.0 
131,청주,1,중순,1025.4 ,2.4 ,-1.4 ,2.4 ,3.3 ,-5.6 ,63.8 ,3.7 ,1.0 ,1.5 ,4.6 ,6.7 ,1.0 ,52.0 
131,청주,1,하순,1025.0 ,2.9 ,-1.6 ,2.5 ,3.3 ,-6.0 ,62.3 ,3.5 ,0.7 ,1.5 ,4.1 ,6.0 ,1.2 ,63.0 
131,청주,2,상순,1024.0 ,2.2 ,-0.9 ,2.1 ,4.4 ,-5.5 ,60.5 ,3.6 ,0.8 ,1.5 ,3.9 ,5.9 ,1.4 ,61.2 
131,청주,2,중순,1023.4 ,2.6 ,1.1 ,1.9 ,6.6 ,-3.7 ,57.4 ,3.9 ,0.9 ,1.7 ,4.0 ,9.6 ,1.7 ,64.0 
131,청주,2,하순,1022.8 ,3.1 ,3.1 ,2.9 ,8.7 ,-1.9 ,57.9 ,4.5 ,1.2 ,1.7 ,4.5 ,13.4 ,1.9 ,51.7 
131,청주,3,상순,1020.8 ,2.1 ,4.3 ,1.6 ,10.1 ,-0.7 ,58.1 ,4.8 ,0.7 ,1.8 ,4.6 ,15.4 ,2.3 ,63.6 
131,청주,3,중순,1019.7 ,2.5 ,6.6 ,1.8 ,12.8 ,0.9 ,54.9 ,5.3 ,0.9 ,1.9 ,4.4 ,13.7 ,2.9 ,66.7 
131,청주,3,하순,1018.7 ,3.1 ,8.3 ,1.9 ,14.5 ,2.8 ,54.0 ,5.8 ,1.2 ,1.9 ,4.5 ,13.9 ,3.4 ,77.3 
131,청주,4,상순,1017.0 ,2.4 ,11.0 ,1.9 ,17.6 ,5.0 ,52.4 ,6.7 ,1.5 ,2.0 ,4.5 ,24.9 ,4.0 ,72.5 
131,청주,4,중순,1014.7 ,2.4 ,13.1 ,1.9 ,19.8 ,6.9 ,53.1 ,7.7 ,1.3 ,2.0 ,4.5 ,22.6 ,4.3 ,73.7 
131,청주,4,하순,1013.7 ,2.7 ,15.0 ,2.0 ,21.4 ,8.9 ,54.6 ,9.0 ,1.8 ,2.0 ,4.8 ,28.0 ,4.6 ,73.8 
131,청주,5,상순,1012.3 ,2.6 ,17.4 ,1.4 ,23.8 ,11.5 ,56.1 ,10.8 ,1.5 ,2.0 ,4.7 ,28.6 ,5.0 ,75.6 
131,청주,5,중순,1011.3 ,2.6 ,18.3 ,1.3 ,24.2 ,12.9 ,59.7 ,12.0 ,1.3 ,1.9 ,5.1 ,31.9 ,4.9 ,73.2 
131,청주,5,하순,1010.1 ,1.7 ,20.2 ,1.4 ,26.3 ,14.7 ,57.4 ,13.0 ,1.4 ,1.8 ,4.7 ,22.3 ,5.6 ,90.0 
131,청주,6,상순,1009.0 ,2.2 ,22.0 ,1.4 ,27.6 ,16.9 ,60.4 ,15.4 ,1.6 ,1.7 ,5.3 ,24.1 ,5.7 ,74.3 
131,청주,6,중순,1007.2 ,2.1 ,23.1 ,1.0 ,28.4 ,18.4 ,63.7 ,17.5 ,2.2 ,1.7 ,5.8 ,40.9 ,5.4 ,68.8 
131,청주,6,하순,1006.2 ,1.7 ,23.9 ,1.1 ,28.5 ,20.0 ,69.5 ,20.2 ,2.2 ,1.8 ,6.9 ,74.9 ,4.6 ,53.4 
131,청주,7,상순,1005.9 ,2.2 ,24.8 ,1.2 ,29.1 ,21.3 ,73.8 ,22.8 ,2.6 ,1.8 ,7.4 ,101.8 ,4.1 ,48.0 
131,청주,7,중순,1006.7 ,2.6 ,25.5 ,1.6 ,29.7 ,22.2 ,74.7 ,24.2 ,2.0 ,1.8 ,7.4 ,99.9 ,4.2 ,43.7 
131,청주,7,하순,1007.2 ,2.2 ,27.0 ,1.7 ,31.2 ,23.5 ,74.0 ,26.0 ,2.0 ,1.8 ,6.8 ,92.0 ,4.5 ,58.5 
131,청주,8,상순,1007.5 ,2.2 ,27.4 ,1.8 ,31.8 ,23.8 ,72.8 ,26.1 ,2.2 ,1.8 ,6.1 ,92.0 ,5.0 ,59.7 
131,청주,8,중순,1008.1 ,2.3 ,26.6 ,1.9 ,30.9 ,23.0 ,73.1 ,25.0 ,2.3 ,1.7 ,6.4 ,80.9 ,4.4 ,56.2 
131,청주,8,하순,1009.3 ,2.1 ,24.8 ,1.3 ,29.3 ,21.2 ,73.4 ,22.8 ,2.7 ,1.7 ,6.6 ,101.3 ,4.2 ,57.2 
131,청주,9,상순,1010.9 ,2.0 ,23.3 ,1.2 ,28.1 ,19.2 ,71.6 ,20.2 ,2.5 ,1.6 ,5.9 ,49.3 ,4.0 ,56.8 
131,청주,9,중순,1013.6 ,2.0 ,21.4 ,1.8 ,26.5 ,17.2 ,70.9 ,17.9 ,2.7 ,1.6 ,5.6 ,53.5 ,3.7 ,57.4 
131,청주,9,하순,1016.2 ,1.3 ,19.2 ,1.4 ,24.7 ,14.5 ,69.1 ,15.1 ,1.8 ,1.5 ,5.0 ,39.5 ,3.5 ,62.2 
131,청주,10,상순,1017.6 ,1.8 ,17.1 ,1.6 ,23.0 ,12.1 ,68.1 ,13.1 ,1.8 ,1.4 ,4.5 ,21.8 ,3.2 ,65.6 
131,청주,10,중순,1019.7 ,2.1 ,14.8 ,1.3 ,21.0 ,9.4 ,66.5 ,11.0 ,1.3 ,1.3 ,3.8 ,15.3 ,2.9 ,67.3 
131,청주,10,하순,1020.7 ,1.5 ,12.3 ,1.9 ,18.4 ,7.0 ,65.9 ,9.4 ,1.4 ,1.3 ,3.9 ,20.9 ,2.5 ,71.2 
131,청주,11,상순,1021.8 ,2.2 ,10.3 ,2.2 ,16.2 ,5.1 ,65.9 ,8.3 ,1.6 ,1.3 ,4.3 ,15.3 ,2.1 ,56.7 
131,청주,11,중순,1022.9 ,2.1 ,7.3 ,2.3 ,12.6 ,2.5 ,64.3 ,6.8 ,1.8 ,1.4 ,4.4 ,17.5 ,1.7 ,54.1 
131,청주,11,하순,1023.9 ,2.6 ,4.9 ,1.8 ,10.1 ,0.3 ,66.6 ,5.9 ,1.1 ,1.3 ,4.7 ,13.8 ,1.4 ,49.7 
131,청주,12,상순,1025.0 ,2.7 ,2.1 ,2.1 ,6.9 ,-2.3 ,65.5 ,4.8 ,0.8 ,1.3 ,4.6 ,14.1 ,1.2 ,50.0 
131,청주,12,중순,1026.0 ,2.6 ,0.3 ,2.2 ,5.0 ,-4.0 ,63.8 ,4.2 ,0.8 ,1.3 ,4.2 ,5.4 ,1.2 ,52.9 
131,청주,12,하순,1025.0 ,2.5 ,-0.5 ,2.0 ,4.5 ,-4.8 ,65.3 ,4.0 ,0.8 ,1.3 ,4.0 ,7.1 ,1.0 ,58.2 
133,대전,1,상순,1024.9 ,2.5 ,-0.9 ,2.6 ,4.2 ,-5.4 ,66.4 ,3.9 ,0.9 ,1.5 ,4.4 ,8.8 ,1.0 ,52.9 
133,대전,1,중순,1025.4 ,2.3 ,-1.0 ,2.4 ,4.0 ,-5.3 ,65.6 ,3.9 ,1.0 ,1.5 ,4.6 ,9.1 ,1.0 ,52.0 
133,대전,1,하순,1024.9 ,2.9 ,-1.1 ,2.3 ,4.0 ,-5.7 ,64.1 ,3.7 ,0.8 ,1.6 ,4.1 ,7.6 ,1.2 ,63.3 
133,대전,2,상순,1024.0 ,2.3 ,-0.4 ,2.0 ,5.0 ,-5.2 ,62.3 ,3.8 ,0.8 ,1.6 ,3.9 ,7.9 ,1.4 ,61.4 
133,대전,2,중순,1023.3 ,2.7 ,1.5 ,1.9 ,7.1 ,-3.5 ,58.6 ,4.1 ,1.0 ,1.8 ,4.1 ,12.6 ,1.6 ,63.6 
133,대전,2,하순,1022.8 ,3.2 ,3.4 ,2.8 ,9.1 ,-1.8 ,59.8 ,4.8 ,1.3 ,1.8 ,4.5 ,16.7 ,1.8 ,51.2 
133,대전,3,상순,1020.8 ,2.1 ,4.5 ,1.5 ,10.3 ,-0.6 ,60.1 ,5.1 ,0.8 ,2.0 ,4.6 ,18.1 ,2.2 ,63.6 
133,대전,3,중순,1019.7 ,2.4 ,6.8 ,1.8 ,13.1 ,1.0 ,57.1 ,5.6 ,1.0 ,2.0 ,4.4 ,16.6 ,2.7 ,67.2 
133,대전,3,하순,1018.7 ,3.1 ,8.4 ,1.9 ,14.5 ,2.7 ,56.6 ,6.2 ,1.4 ,2.0 ,4.4 ,16.8 ,3.1 ,76.9 
133,대전,4,상순,1017.0 ,2.3 ,11.0 ,1.9 ,17.5 ,5.0 ,55.6 ,7.2 ,1.7 ,2.2 ,4.6 ,25.7 ,3.6 ,72.0 
133,대전,4,중순,1014.7 ,2.5 ,13.1 ,1.9 ,19.6 ,6.9 ,56.5 ,8.2 ,1.5 ,2.2 ,4.6 ,25.5 ,4.1 ,74.4 
133,대전,4,하순,1013.7 ,2.7 ,14.8 ,1.9 ,21.2 ,8.8 ,58.5 ,9.6 ,1.9 ,2.2 ,4.7 ,30.4 ,4.3 ,74.1 
133,대전,5,상순,1012.4 ,2.6 ,17.2 ,1.3 ,23.5 ,11.3 ,60.8 ,11.5 ,1.6 ,2.2 ,4.7 ,33.5 ,4.7 ,75.9 
133,대전,5,중순,1011.3 ,2.6 ,18.1 ,1.3 ,24.0 ,12.6 ,64.2 ,12.9 ,1.6 ,2.0 ,5.1 ,35.7 ,4.5 ,74.0 
133,대전,5,하순,1010.2 ,1.7 ,20.0 ,1.3 ,26.0 ,14.2 ,62.3 ,14.0 ,1.5 ,1.9 ,4.7 ,22.6 ,5.1 ,89.9 
133,대전,6,상순,1009.1 ,2.1 ,21.7 ,1.5 ,27.4 ,16.4 ,65.5 ,16.5 ,1.9 ,1.8 ,5.4 ,30.2 ,5.0 ,75.4 
133,대전,6,중순,1007.3 ,2.0 ,22.8 ,0.9 ,28.1 ,18.0 ,68.8 ,18.7 ,2.5 ,1.8 ,5.9 ,45.4 ,4.9 ,69.6 
133,대전,6,하순,1006.3 ,1.7 ,23.6 ,1.0 ,28.2 ,19.7 ,75.1 ,21.6 ,1.9 ,1.9 ,7.0 ,91.7 ,4.1 ,53.5 
133,대전,7,상순,1006.0 ,2.2 ,24.5 ,1.3 ,28.5 ,21.1 ,79.1 ,24.1 ,2.6 ,1.9 ,7.3 ,115.9 ,3.9 ,47.1 
133,대전,7,중순,1006.8 ,2.6 ,25.2 ,1.6 ,29.2 ,22.0 ,79.8 ,25.5 ,2.1 ,2.0 ,7.2 ,102.7 ,3.9 ,45.9 
133,대전,7,하순,1007.3 ,2.3 ,26.8 ,1.9 ,30.9 ,23.5 ,78.5 ,27.4 ,2.6 ,1.9 ,6.6 ,88.4 ,4.4 ,62.5 
133,대전,8,상순,1007.6 ,2.2 ,27.2 ,1.9 ,31.5 ,23.7 ,77.8 ,27.7 ,2.8 ,1.9 ,6.0 ,99.4 ,4.5 ,62.2 
133,대전,8,중순,1008.1 ,2.3 ,26.4 ,1.9 ,30.7 ,22.9 ,78.0 ,26.5 ,2.3 ,1.8 ,6.2 ,93.5 ,4.1 ,57.3 
133,대전,8,하순,1009.4 ,2.1 ,24.7 ,1.3 ,28.9 ,21.2 ,78.8 ,24.3 ,2.7 ,1.8 ,6.6 ,106.9 ,3.6 ,57.5 
133,대전,9,상순,1011.0 ,1.9 ,23.1 ,1.2 ,27.9 ,19.2 ,76.7 ,21.4 ,2.4 ,1.6 ,5.8 ,56.0 ,3.6 ,58.1 
133,대전,9,중순,1013.6 ,2.1 ,21.4 ,1.5 ,26.3 ,17.2 ,75.4 ,19.0 ,2.6 ,1.7 ,5.4 ,55.5 ,3.3 ,59.2 
133,대전,9,하순,1016.2 ,1.3 ,19.2 ,1.2 ,24.6 ,14.6 ,74.0 ,16.2 ,2.1 ,1.5 ,4.9 ,41.0 ,3.1 ,63.1 
133,대전,10,상순,1017.7 ,1.9 ,17.0 ,1.4 ,22.9 ,12.1 ,72.9 ,14.1 ,2.2 ,1.4 ,4.5 ,24.4 ,2.8 ,66.0 
133,대전,10,중순,1019.7 ,2.3 ,14.7 ,1.3 ,21.1 ,9.4 ,71.5 ,11.8 ,1.5 ,1.4 ,3.7 ,13.0 ,2.5 ,68.2 
133,대전,10,하순,1020.7 ,1.4 ,12.3 ,1.6 ,18.6 ,7.1 ,71.0 ,10.1 ,1.4 ,1.4 ,3.8 ,21.8 ,2.2 ,71.0 
133,대전,11,상순,1021.8 ,2.2 ,10.4 ,2.1 ,16.6 ,5.2 ,70.4 ,9.0 ,1.6 ,1.4 ,4.1 ,15.4 ,1.8 ,58.1 
133,대전,11,중순,1022.9 ,2.0 ,7.5 ,2.3 ,13.1 ,2.7 ,67.9 ,7.3 ,2.0 ,1.5 ,4.4 ,16.8 ,1.5 ,54.1 
133,대전,11,하순,1023.9 ,2.7 ,5.2 ,1.7 ,10.8 ,0.5 ,69.6 ,6.3 ,1.1 ,1.3 ,4.6 ,15.7 ,1.2 ,50.2 
133,대전,12,상순,1025.0 ,2.7 ,2.4 ,2.2 ,7.7 ,-2.1 ,69.1 ,5.2 ,0.9 ,1.4 ,4.6 ,15.5 ,1.1 ,50.5 
133,대전,12,중순,1025.9 ,2.7 ,0.8 ,2.2 ,5.9 ,-3.7 ,67.0 ,4.5 ,0.9 ,1.4 ,4.3 ,6.6 ,1.1 ,53.2 
133,대전,12,하순,1025.0 ,2.7 ,0.0 ,2.0 ,5.3 ,-4.5 ,67.7 ,4.3 ,0.8 ,1.4 ,4.0 ,7.6 ,1.0 ,58.8 
135,추풍령,1,상순,1024.2 ,2.3 ,-1.6 ,2.4 ,3.1 ,-6.0 ,60.8 ,3.4 ,0.8 ,3.7 ,,7.2 ,,57.7 
135,추풍령,1,중순,1024.8 ,2.2 ,-1.7 ,2.2 ,2.9 ,-6.0 ,61.2 ,3.5 ,0.8 ,3.4 ,,7.8 ,,54.5 
135,추풍령,1,하순,1024.3 ,2.8 ,-1.9 ,2.2 ,2.8 ,-6.2 ,59.9 ,3.3 ,0.7 ,3.7 ,,9.1 ,,63.9 
135,추풍령,2,상순,1023.3 ,2.3 ,-1.1 ,2.1 ,4.1 ,-5.9 ,57.3 ,3.3 ,0.7 ,3.7 ,,6.6 ,,64.3 
135,추풍령,2,중순,1022.8 ,2.7 ,0.6 ,1.8 ,6.1 ,-4.4 ,55.9 ,3.7 ,0.9 ,3.5 ,,12.2 ,,64.2 
135,추풍령,2,하순,1022.5 ,3.0 ,2.2 ,2.5 ,7.9 ,-3.0 ,58.8 ,4.3 ,1.2 ,3.1 ,,15.3 ,,50.8 
135,추풍령,3,상순,1020.4 ,2.1 ,3.5 ,1.6 ,9.3 ,-1.7 ,57.7 ,4.6 ,0.8 ,3.3 ,,17.7 ,,63.0 
135,추풍령,3,중순,1019.4 ,2.4 ,5.8 ,1.7 ,12.3 ,-0.5 ,54.8 ,5.0 ,0.8 ,3.0 ,,17.3 ,,67.5 
135,추풍령,3,하순,1018.3 ,3.1 ,7.4 ,1.6 ,13.7 ,1.3 ,54.5 ,5.5 ,1.2 ,3.1 ,,17.9 ,,76.3 
135,추풍령,4,상순,1016.7 ,2.2 ,10.0 ,1.7 ,16.6 ,3.4 ,53.0 ,6.4 ,1.6 ,3.2 ,,26.1 ,,71.6 
135,추풍령,4,중순,1014.4 ,2.5 ,12.1 ,1.9 ,18.9 ,5.2 ,54.2 ,7.4 ,1.3 ,3.1 ,,23.5 ,,72.6 
135,추풍령,4,하순,1013.5 ,2.8 ,13.8 ,1.8 ,20.6 ,7.2 ,56.8 ,8.7 ,1.8 ,3.0 ,,30.6 ,,73.3 
135,추풍령,5,상순,1012.2 ,2.6 ,16.0 ,1.3 ,22.7 ,9.3 ,58.8 ,10.3 ,1.6 ,2.8 ,,28.5 ,,73.8 
135,추풍령,5,중순,1011.3 ,2.6 ,16.8 ,1.3 ,23.2 ,10.6 ,62.8 ,11.6 ,1.3 ,2.5 ,,27.4 ,,74.1 
135,추풍령,5,하순,1010.1 ,1.8 ,18.5 ,1.3 ,25.0 ,12.1 ,62.1 ,12.7 ,1.4 ,2.3 ,,24.1 ,,86.6 
135,추풍령,6,상순,1009.1 ,2.3 ,20.1 ,1.4 ,26.3 ,14.3 ,66.2 ,15.1 ,1.7 ,2.0 ,,22.3 ,,71.1 
135,추풍령,6,중순,1007.3 ,2.2 ,21.2 ,1.1 ,27.1 ,15.8 ,69.8 ,17.1 ,2.0 ,1.9 ,,41.9 ,,65.3 
135,추풍령,6,하순,1006.4 ,1.9 ,22.0 ,1.2 ,27.1 ,17.8 ,75.1 ,19.6 ,1.7 ,1.9 ,,72.4 ,,48.6 
135,추풍령,7,상순,1006.2 ,2.4 ,22.9 ,1.7 ,27.5 ,19.1 ,79.2 ,22.0 ,2.4 ,1.8 ,,106.0 ,,43.8 
135,추풍령,7,중순,1007.1 ,2.4 ,23.6 ,1.8 ,28.2 ,20.1 ,80.0 ,23.2 ,2.0 ,1.7 ,,95.1 ,,43.0 
135,추풍령,7,하순,1007.4 ,2.2 ,25.2 ,1.8 ,30.1 ,21.4 ,78.9 ,25.0 ,2.0 ,1.6 ,,59.6 ,,59.1 
135,추풍령,8,상순,1007.9 ,2.1 ,25.3 ,1.8 ,30.4 ,21.5 ,79.3 ,25.3 ,1.8 ,1.6 ,,80.3 ,,54.5 
135,추풍령,8,중순,1008.4 ,2.4 ,24.5 ,1.8 ,29.3 ,20.8 ,79.4 ,24.1 ,1.7 ,1.6 ,,85.4 ,,50.1 
135,추풍령,8,하순,1009.6 ,2.3 ,22.9 ,1.3 ,27.7 ,19.2 ,79.5 ,22.1 ,2.4 ,1.7 ,,98.2 ,,52.4 
135,추풍령,9,상순,1011.1 ,2.0 ,21.3 ,1.4 ,26.6 ,17.0 ,78.1 ,19.6 ,2.4 ,1.6 ,,44.8 ,,53.6 
135,추풍령,9,중순,1013.7 ,2.1 ,19.5 ,1.6 ,25.0 ,14.8 ,77.0 ,17.4 ,2.5 ,1.7 ,,52.6 ,,54.8 
135,추풍령,9,하순,1016.4 ,1.4 ,17.2 ,1.0 ,23.2 ,12.2 ,76.4 ,14.9 ,1.8 ,1.6 ,,38.2 ,,58.8 
135,추풍령,10,상순,1017.7 ,1.8 ,15.4 ,1.3 ,21.9 ,10.0 ,73.3 ,12.8 ,1.9 ,1.8 ,,26.3 ,,65.0 
135,추풍령,10,중순,1019.7 ,2.2 ,13.2 ,1.3 ,20.0 ,7.4 ,70.6 ,10.6 ,1.5 ,1.9 ,,11.9 ,,66.3 
135,추풍령,10,하순,1020.7 ,1.5 ,11.0 ,1.5 ,17.5 ,5.2 ,69.1 ,9.1 ,1.3 ,2.2 ,,19.9 ,,69.8 
135,추풍령,11,상순,1021.7 ,2.3 ,9.2 ,1.9 ,15.7 ,3.5 ,67.5 ,7.9 ,1.6 ,2.3 ,,15.0 ,,59.3 
135,추풍령,11,중순,1022.6 ,2.0 ,6.4 ,2.2 ,12.1 ,1.2 ,64.3 ,6.4 ,1.8 ,2.7 ,,12.9 ,,55.6 
135,추풍령,11,하순,1023.7 ,2.5 ,4.1 ,1.5 ,9.8 ,-0.9 ,66.0 ,5.5 ,1.0 ,2.6 ,,15.1 ,,52.2 
135,추풍령,12,상순,1024.6 ,2.7 ,1.4 ,2.1 ,6.6 ,-3.2 ,64.5 ,4.5 ,0.8 ,3.0 ,,12.8 ,,53.1 
135,추풍령,12,중순,1025.5 ,2.5 ,-0.1 ,2.2 ,4.7 ,-4.7 ,61.5 ,3.9 ,0.8 ,3.3 ,,5.8 ,,55.3 
135,추풍령,12,하순,1024.5 ,2.7 ,-0.7 ,1.9 ,4.2 ,-5.2 ,62.5 ,3.8 ,0.8 ,3.4 ,,7.2 ,,60.3 
136,안동,1,상순,1023.9 ,2.4 ,-1.8 ,2.4 ,4.0 ,-7.2 ,59.4 ,3.3 ,0.9 ,1.8 ,3.2 ,4.6 ,1.6 ,63.3 
136,안동,1,중순,1024.6 ,2.1 ,-1.8 ,2.2 ,4.0 ,-7.1 ,61.4 ,3.5 ,0.9 ,1.6 ,3.8 ,6.8 ,1.5 ,60.2 
136,안동,1,하순,1024.0 ,2.8 ,-1.8 ,2.1 ,4.0 ,-7.1 ,59.0 ,3.4 ,0.9 ,1.9 ,3.2 ,5.2 ,1.7 ,71.2 
136,안동,2,상순,1023.0 ,2.2 ,-1.0 ,2.0 ,5.3 ,-6.8 ,56.8 ,3.3 ,0.9 ,1.9 ,3.0 ,5.0 ,2.0 ,70.7 
136,안동,2,중순,1022.6 ,2.6 ,0.9 ,1.7 ,7.1 ,-5.0 ,56.2 ,3.8 ,1.0 ,1.8 ,3.6 ,8.9 ,2.3 ,69.3 
136,안동,2,하순,1022.5 ,2.9 ,2.6 ,2.4 ,8.9 ,-3.3 ,59.1 ,4.4 ,1.2 ,1.7 ,4.3 ,11.0 ,2.3 ,53.8 
136,안동,3,상순,1020.3 ,2.2 ,4.0 ,1.6 ,10.1 ,-1.8 ,58.3 ,4.7 ,0.9 ,1.9 ,4.4 ,13.2 ,2.8 ,65.4 
136,안동,3,중순,1019.4 ,2.7 ,6.1 ,1.6 ,13.0 ,-0.4 ,56.1 ,5.2 ,0.8 ,1.9 ,4.3 ,15.7 ,3.4 ,70.0 
136,안동,3,하순,1018.2 ,3.2 ,7.8 ,1.7 ,14.5 ,1.4 ,56.3 ,5.8 ,1.1 ,1.9 ,4.5 ,15.6 ,3.9 ,78.7 
136,안동,4,상순,1016.8 ,2.3 ,10.4 ,1.5 ,17.4 ,3.4 ,54.7 ,6.7 ,1.6 ,2.0 ,4.3 ,23.6 ,4.4 ,73.6 
136,안동,4,중순,1014.6 ,2.5 ,12.5 ,1.8 ,19.6 ,5.6 ,54.9 ,7.6 ,1.4 ,2.0 ,4.5 ,22.0 ,4.8 ,74.6 
136,안동,4,하순,1013.6 ,2.9 ,14.4 ,1.7 ,21.4 ,7.5 ,56.6 ,8.8 ,1.5 ,1.9 ,4.6 ,28.4 ,5.0 ,74.1 
136,안동,5,상순,1012.4 ,2.7 ,16.6 ,1.5 ,23.6 ,9.8 ,57.8 ,10.4 ,1.6 ,1.9 ,4.7 ,26.1 ,5.5 ,74.6 
136,안동,5,중순,1011.3 ,2.7 ,17.4 ,1.3 ,24.2 ,11.0 ,62.5 ,11.8 ,1.4 ,1.7 ,4.9 ,34.0 ,5.3 ,74.3 
136,안동,5,하순,1010.2 ,1.9 ,19.2 ,1.6 ,26.1 ,12.5 ,62.4 ,13.2 ,1.6 ,1.6 ,4.7 ,25.1 ,5.8 ,86.3 
136,안동,6,상순,1009.4 ,2.3 ,20.9 ,1.4 ,27.4 ,14.8 ,64.8 ,15.4 ,1.8 ,1.6 ,5.3 ,18.8 ,5.8 ,76.4 
136,안동,6,중순,1007.6 ,2.2 ,21.9 ,1.2 ,28.2 ,16.4 ,67.9 ,17.3 ,2.0 ,1.6 ,5.9 ,36.7 ,5.6 ,70.1 
136,안동,6,하순,1006.6 ,1.8 ,22.8 ,1.4 ,28.1 ,18.3 ,73.7 ,20.1 ,2.5 ,1.5 ,7.0 ,67.6 ,4.6 ,53.9 
